Address,Price
"33 Drummond Place, Edinburgh, EH3 6PW","£2,300,000  on 2 April 2024"
"6a Iona Street, Edinburgh, EH6 8SF","£295,000  on 2 April 2024"
"66, Grove Street, Edinburgh, EH3 8AP","£180,000  on 2 April 2024"
"121 Tweedsmuir Drive, Edinburgh, EH16 4XU","£300,000  on 2 April 2024,£259,995  on 29 November 2019"
"45 Thomson Road, Currie, EH14 5HT","£368,500  on 2 April 2024"
"6 Addiston Crescent, Balerno, EH14 7DB","£540,000  on 2 April 2024"
"Flat 2, 93 Milton Road East, Edinburgh, EH15 2NL","£81,081  on 2 April 2024"
"26 Orchard Brae Gardens, Edinburgh, EH4 2HJ","£330,000  on 2 April 2024"
"11 Cameron Park, Edinburgh, EH16 5JY","£591,206  on 2 April 2024"
"110/5, St. Stephen Street, Edinburgh, EH3 5AQ","£350,000  on 2 April 2024,£292,500  on 25 August 2021"
"2F1 221/5, Gorgie Road, Edinburgh, EH11 1TU","£198,000  on 2 April 2024"
"3/6, Henderson Row, Edinburgh, EH3 5DH","£332,500  on 2 April 2024"
"39/3 West Nicolson Street, Edinburgh, EH8 9DB","£377,750  on 2 April 2024"
"39/4 Grierson Crescent, Edinburgh, EH5 2AY","£165,000  on 2 April 2024,£168,500  on 15 October 2021"
"52 Catelbock Close, Kirkliston, West Lothian, EH29 9FF","£480,000  on 2 April 2024"
"36 Lynedoch Place Lane, Edinburgh, EH3 7QA","£272,500  on 2 April 2024"
"1/4 Ramsay Place, Edinburgh, EH15 1JA","£160,000  on 2 April 2024"
"23 Ravelston Park, Edinburgh, EH4 3DX","£1,835,000  on 2 April 2024"
"Flat 5, 21 Geissler Drive, Edinburgh, EH6 6AN","£225,000  on 2 April 2024"
"Flat 6, 1 Tait Wynd, Edinburgh, EH15 2RJ","£85,000  on 2 April 2024"
"3/1, 18 Morningside Gardens, Edinburgh, EH10 5LE","£450,000  on 2 April 2024"
"27/4 Murrayburn Place, Edinburgh, EH14 2RT","£100,000  on 2 April 2024"
"Flat 9, 15 New Mart Square, Edinburgh, EH14 1TJ","£255,000  on 2 April 2024,£210,000  on 22 April 2021"
"7/1 Loganlea Road, Edinburgh, EH7 6NL","£160,000  on 2 April 2024"
"27/404, West Savile Terrace, Edinburgh, EH9 3DT","£130,000  on 2 April 2024"
"130/2, Portobello High Street, Edinburgh, EH15 1AH","£280,000  on 31 March 2024"
"7 Hilltown Terrace, Woolmet, Dalkeith, EH22 1LG","£110,000  on 29 March 2024"
"39 Milton Street, Edinburgh, EH8 8HB","£177,500  on 28 March 2024"
"11 Wester Broom Gardens, Edinburgh, EH12 7RA","£260,000  on 28 March 2024"
"9/2, Wardlaw Street, Edinburgh, EH11 1TL","£150,000  on 28 March 2024"
"22/1, Douglas Crescent, Edinburgh, EH12 5BA","£630,000  on 28 March 2024"
"63 Craighall Gardens, Musselburgh, EH21 8FR","£269,995  on 28 March 2024"
"28 Pilton Avenue, Edinburgh, EH5 2BT","£190,000  on 28 March 2024"
"1 St. Fillans Terrace, Edinburgh, EH10 5NH","£738,000  on 28 March 2024"
"78 Marchmont Crescent, Edinburgh, EH9 1HD","£626,000  on 28 March 2024"
"13 Ardmillan Terrace, Edinburgh, EH11 2JW","£449,500  on 28 March 2024"
"3/14, Maidencraig Court, Edinburgh, EH4 2BQ","£195,000  on 28 March 2024"
"Plot 117, 11/16, Margaret Thomson Crescent, Edinburgh, EH6 7FD","£338,995  on 28 March 2024"
"Flat 6, 2 Cunningham Square, Edinburgh, EH15 1BF","£273,995  on 28 March 2024"
"187/1, Morrison Street, Edinburgh, EH3 8DZ","£150,000  on 28 March 2024"
"Flat 4, 17 Pinkhill Park, Edinburgh, EH12 7FL","£329,995  on 28 March 2024"
"77 Craighall Gardens, Musselburgh, EH21 8FR","£227,995  on 28 March 2024"
"54 Allan Park Drive, Edinburgh, EH14 1LP","£321,790  on 28 March 2024"
"Flat 5, 2 Firecrest Way, Edinburgh, EH4 8GP","£284,995  on 28 March 2024"
"Flat 24, Homescot House, 6 Goldenacre Terrace, Edinburgh, EH3 5RE","£108,000  on 28 March 2024"
"2F1, 5/9, Comely Bank Row, Edinburgh, EH4 1DZ","£215,000  on 28 March 2024"
"Flat 4, 17 Hughes Close, Edinburgh, EH7 4GN","£459,050  on 28 March 2024"
"421 Gilmerton Road, Edinburgh, EH17 7JJ","£315,000  on 28 March 2024"
"43 Captains Drive, Edinburgh, EH16 6QN","£235,000  on 28 March 2024,£197,500  on 15 October 2021"
"2 Horsburgh Grove, Balerno, EH14 7BU","£680,000  on 28 March 2024"
"38 Hazelbank Terrace, Edinburgh, EH11 1SN","£586,550  on 28 March 2024"
"12 Currievale Farm, Currie, EH14 4AA","£400,000  on 28 March 2024"
"107/12, Broughton Road, Edinburgh, EH7 4EG","£185,000  on 28 March 2024"
"279/9, Easter Road, Edinburgh, EH6 8LQ","£215,000  on 28 March 2024"
"144 Carrick Knowe Road, Edinburgh, EH12 7BW","£206,000  on 28 March 2024"
"91/6, Whitehill Street, Newcraighall, Musselburgh, EH21 8QY","£190,321  on 28 March 2024"
"133 Piersfield Terrace, Edinburgh, EH8 7BS","£239,293  on 28 March 2024"
"75/3, Logie Green Road, Edinburgh, EH7 4HF","£285,000  on 28 March 2024"
"4 Stoneyhill Road, Musselburgh, Midlothian, EH21 6TH","£179,000  on 28 March 2024"
"153 Gilmore Place, Edinburgh, EH3 9PW","£280,000  on 28 March 2024"
"6/4 St. Clair Place, Edinburgh, EH6 8JZ","£175,000  on 28 March 2024"
"532 Old Dalkeith Road, Edinburgh, EH17 7DP","£231,000  on 28 March 2024,£250,000  on 1 December 2023"
"Flat 19, 17 Slateford Gait, Edinburgh, EH11 1GW","£75,000  on 28 March 2024"
"38 Parkhead Loan, Edinburgh, EH11 4SL","£198,000  on 28 March 2024"
"16 Hutchison View, Edinburgh, EH14 1RX","£245,000  on 28 March 2024"
"51/9 Blackfriars Street, Edinburgh, EH1 1NB","£249,500  on 28 March 2024"
"27 Grierson Crescent, Edinburgh, EH5 2AY","£243,050  on 28 March 2024"
"2/8 Roseburn Maltings, Edinburgh, EH12 5LY","£305,000  on 28 March 2024,£302,500  on 24 June 2022"
"1/15 Allanfield Place, Edinburgh, EH7 5AG","£265,000  on 28 March 2024"
"153 Gilmore Place, Edinburgh, EH3 9PW","£280,000  on 28 March 2024"
"1/15 Allanfield Place, Edinburgh, EH7 5AG","£265,000  on 28 March 2024"
"16 Hutchison View, Edinburgh, EH14 1RX","£245,000  on 28 March 2024"
"7/8 Albion Gardens, Edinburgh, EH7 5QL","£226,000  on 28 March 2024"
"7/3 Whitson Crescent, Edinburgh, EH11 3BD","£165,000  on 28 March 2024"
"4/2 Gilmerton Dykes Road, Edinburgh, EH17 8RA","£150,021  on 28 March 2024"
"50 Adit Place, Edinburgh, EH17 8GA","£265,000  on 28 March 2024,£226,995  on 13 December 2019"
"21/15, Blair Street, Edinburgh, EH1 1QR","£230,000  on 28 March 2024"
"133/4, Buccleuch Street, Edinburgh, EH8 9NE","£219,219  on 28 March 2024"
"9 Benhar Road, Newcraighall, Musselburgh, EH21 8RR","£295,000  on 28 March 2024"
"29/2, Sloan Street, Edinburgh, EH6 8PN","£166,750  on 28 March 2024,£162,500  on 28 February 2020,£131,000  on 24 January 2020"
"59/2, Groathill Road North, Edinburgh, EH4 2RZ","£137,373  on 28 March 2024"
"Flat 9, 17 Pinkhill Park, Carrick Knowe, Edinburgh, EH12 7FL","£342,995  on 28 March 2024"
"Flat 15, 100 Temple Park Crescent, Edinburgh, EH11 1FP","£279,000  on 28 March 2024"
"Flat 12, 16 Margaret Thomson Crescent, Edinburgh, EH6 7FD","£288,995  on 28 March 2024"
"66 Gilmerton Dykes Avenue, Edinburgh, EH17 8LR","£201,300  on 28 March 2024"
"33 Friars Croft Road, Edinburgh, EH30 9DZ","£560,000  on 28 March 2024"
"Flat 21, 16 Pinkhill Park, Edinburgh, EH12 7FL","£319,995  on 28 March 2024"
"51/3, Mortonhall Road, Edinburgh, EH9 2HN","£410,000  on 28 March 2024"
"13/2, Rennie's Isle, Edinburgh, EH6 6QB","£239,950  on 28 March 2024"
"65 Craighall Gardens, Musselburgh, EH21 8FR","£349,995  on 28 March 2024"
"2 Greenfield Park, Monktonhall, Musselburgh, EH21 6SX","£380,000  on 28 March 2024"
"61 Craighall Gardens, Musselburgh, EH21 8FR","£269,995  on 28 March 2024"
"29 Macdermott Avenue, Edinburgh, EH12 0DH","£409,995  on 28 March 2024"
"52 Jane Smeal Crescent, Edinburgh, EH17 8YQ","£369,995  on 28 March 2024"
"24 Broomhall Crescent, Edinburgh, EH12 7PF","£265,000  on 28 March 2024"
"Flat 7, 16 Margaret Thomson Crescent, Edinburgh, EH6 7FD","£334,995  on 28 March 2024"
"24 Clerk Street, Edinburgh, EH8 9HX","£299,500  on 28 March 2024"
"138 Baberton Mains Drive, Edinburgh, EH14 3BZ","£310,000  on 28 March 2024"
"15/6, Hutchison Terrace, Edinburgh, EH14 1QD","£190,100  on 28 March 2024"
"66/4, Brunswick Street, Edinburgh, EH7 5HU","£291,051  on 28 March 2024"
"33 Fairley Wynd, Edinburgh, EH12 0AG","£550,000  on 28 March 2024"
"8 The Wisp, Edinburgh, EH16 4SG","£345,000  on 28 March 2024"
"Flat 9, 32 Dryden Street, Edinburgh, EH7 4GQ","£310,000  on 28 March 2024"
"62/1, Montrose Terrace, Edinburgh, EH7 5DP","£270,000  on 28 March 2024"
"12 Prospect Bank Place, Edinburgh, EH6 7PX","£302,500  on 28 March 2024"
"38 Milligan Road, Edinburgh, EH16 4ZD","£265,555  on 28 March 2024,£224,950  on 27 May 2021"
"24/1, Ferry Road Avenue, Edinburgh, EH4 4BL","£175,000  on 28 March 2024,£140,500  on 9 June 2021"
"28A, Northumberland Street, Edinburgh, EH3 6LS","£525,000  on 28 March 2024"
"48/2, Learmonth Avenue, Edinburgh, EH4 1HT","£260,000  on 28 March 2024,£260,000  on 19 November 2019"
"8/34, Lasswade Road, Edinburgh, EH16 6RZ","£135,000  on 28 March 2024"
"16 Wardlaw Street, Edinburgh, EH11 1TR","£160,000  on 28 March 2024,£144,500  on 18 September 2020"
"5/12 Boat Green, Edinburgh, EH3 5LL","£180,000  on 28 March 2024"
"87 Drum Street, Edinburgh, EH17 8RH","£235,000  on 28 March 2024"
"16 Kimmerghame Terrace, Edinburgh, EH4 2GH","£265,000  on 28 March 2024"
"279 Niddrie Mains Road, Edinburgh, EH15 3HG","£195,000  on 28 March 2024,£165,000  on 20 August 2021"
"3 Balcarres Street, Edinburgh, EH10 5JB","£235,050  on 28 March 2024"
"51, Learmonth Avenue, Edinburgh, EH4 1BT","£360,555  on 28 March 2024"
"3/5, Greenside End, Edinburgh, EH1 3AZ","£225,000  on 28 March 2024,£219,000  on 6 February 2020"
"80 Gogarloch Syke, Edinburgh, EH12 9JB","£340,000  on 28 March 2024"
"Flat 21, 6 Slateford Gait, Edinburgh, EH11 1GX","£261,000  on 28 March 2024,£235,000  on 3 December 2021"
"Flat 1, 13 Hawkhill Close, Edinburgh, EH7 6FH","£245,542  on 28 March 2024"
"46 Sloan Street, Edinburgh, EH6 8RQ","£285,000  on 28 March 2024"
"36/2 Parkside Terrace, Edinburgh, EH16 5XP","£276,122  on 28 March 2024"
"7/6 Ardshiel Avenue, Edinburgh, EH4 7LJ","£150,000  on 28 March 2024"
"22 Hamilton Place, Edinburgh, EH3 5AU","£205,000  on 28 March 2024"
"2/3 Western Harbour Place, Edinburgh, EH6 6NG","£330,000  on 28 March 2024"
"5/12 Boat Green, Edinburgh, EH3 5LL","£180,000  on 28 March 2024"
"87 Drum Street, Edinburgh, EH17 8RH","£235,000  on 28 March 2024"
"16 Kimmerghame Terrace, Edinburgh, EH4 2GH","£265,000  on 28 March 2024"
"Flat 11, 8 Tait Wynd, Edinburgh, EH15 2RJ","£175,000  on 28 March 2024"
"15 Spottiswoode Street, Edinburgh, EH9 1EP","£441,067  on 28 March 2024"
"26 Ladywell Road, Edinburgh, EH12 7TB","£260,000  on 28 March 2024"
"32 Henderson Row, Edinburgh, EH3 5DN","£620,000  on 28 March 2024"
"Flat 6, 32 Moat Terrace, Edinburgh, EH14 1PS","£260,000  on 28 March 2024"
"39 Barony Street, Edinburgh, EH3 6NX","£358,000  on 28 March 2024"
"8/8 Wolseley Place, Edinburgh, EH8 7AD","£217,500  on 28 March 2024"
"13 Corstorphine Road, Edinburgh, EH12 6DB","£330,000  on 28 March 2024,£335,000  on 16 April 2021"
"80/3 Longstone Street, Edinburgh, EH14 2BZ","£158,212  on 28 March 2024"
"1/6 East Suffolk Park, Edinburgh, EH16 5PL","£465,500  on 28 March 2024"
"31/3 Magdalene Drive, Edinburgh, EH15 3DT","£130,550  on 28 March 2024"
"Flat 5, 2 Barnton Avenue West, Edinburgh, EH4 6EB","£220,000  on 28 March 2024"
"7/1 Grandfield, Edinburgh, EH6 4TJ","£170,000  on 28 March 2024"
"5 Norwal Street, Edinburgh, EH12 0EB","£435,000  on 28 March 2024"
"38/10, Balfour Street, Edinburgh, EH6 5ER","£155,172  on 28 March 2024"
"14 Lilybank Wynd, Edinburgh, EH28 8AR","£211,600  on 28 March 2024"
"2 Dean Park Crescent, Edinburgh, EH4 1PN","£645,000  on 28 March 2024"
"Flat 1, 100 Temple Park Terrace, Edinburgh, EH11 1FP","£510,000  on 28 March 2024"
"12/6, Sandport Way, Edinburgh, EH6 6EA","£300,000  on 28 March 2024"
"23 Prestonfield Terrace, Edinburgh, EH16 5EE","£213,750  on 28 March 2024"
"3F2, 27 Blackwood Crescent, Edinburgh, EH9 1RA","£270,000  on 28 March 2024"
"2 Kirk Brae, Edinburgh, EH16 6HH","£475,000  on 28 March 2024"
"13/8, Henderson Row, Edinburgh, EH3 5DH","£325,000  on 28 March 2024"
"Flat 4, 2 Seaforth Drive, Edinburgh, EH4 2BT","£265,000  on 28 March 2024"
"11 Breadalbane Terrace, Edinburgh, EH11 2BW","£317,500  on 28 March 2024"
"Flat 8, 3 Victoria Quay, Edinburgh, EH6 6EZ","£225,000  on 28 March 2024"
"177 Gilmerton Dykes Drive, Edinburgh, EH17 8LP","£246,009  on 28 March 2024"
"19/7, Johns Place, Edinburgh, EH6 7ED","£260,000  on 28 March 2024"
"79 Craighall Gardens, Musselburgh, EH21 8FR","£261,995  on 28 March 2024"
"Flat 17, 43 Shrubhill Walk, Edinburgh, EH7 4FN","£385,000  on 28 March 2024"
"36 Craigmount Avenue North, Edinburgh, EH12 8DD","£345,000  on 28 March 2024"
"27 Fairley Wynd, Edinburgh, EH12 0AG","£529,000  on 28 March 2024"
"36 Hillwood Rise, Ratho Station, Newbridge, EH28 8QD","£260,000  on 28 March 2024"
"13 Sighthill Gardens, Edinburgh, EH11 4NW","£120,000  on 28 March 2024"
"37 Shavelin Drive, Newcraighall, Musselburgh, EH21 8SS","£296,000  on 28 March 2024,£239,995  on 18 December 2020"
"15/6, Gladstone Terrace, Edinburgh, EH9 1LS","£450,500  on 28 March 2024"
"51 Dolphin Road, Currie, EH14 5RY","£263,260  on 28 March 2024"
"115/1 West Savile Terrace, Edinburgh, EH9 3DN","£246,400  on 28 March 2024,£215,500  on 10 January 2020"
"139/3 Craigmillar Castle Avenue, Edinburgh, EH16 4DN","£180,000  on 28 March 2024"
"Flat 6, 98 Chesser Crescent, Edinburgh, EH14 1SE","£235,000  on 28 March 2024"
"115/1 West Savile Terrace, Edinburgh, EH9 3DN","£246,400  on 28 March 2024,£215,500  on 10 January 2020"
"Flat 6, 98 Chesser Crescent, Edinburgh, EH14 1SE","£235,000  on 28 March 2024"
"Flat 6, 18 Slateford Gait, Edinburgh, EH11 1GU","£240,000  on 28 March 2024,£245,000  on 1 February 2022"
"3/1, Gayfield Street, Edinburgh, EH1 3NR","£235,000  on 28 March 2024,£230,000  on 8 January 2021"
"14/5 Duff Street, Edinburgh, EH11 2HG","£225,000  on 28 March 2024"
"6 Lochend Square, Edinburgh, EH7 6ED","£168,168  on 28 March 2024"
"26, Montpelier Park, Edinburgh, EH10 4NJ","£445,000  on 28 March 2024"
"52 Priestfield Crescent, Edinburgh, EH16 5JG","£320,000  on 28 March 2024"
"58 Colinton Mains Crescent, Edinburgh, EH13 9DF","£125,000  on 28 March 2024"
"12/5 Brunswick Street, Edinburgh, EH7 5JD","£380,000  on 28 March 2024"
"32 Mortonhall Park View, Edinburgh, EH17 8SW","£240,000  on 28 March 2024"
"139/3 Craigmillar Castle Avenue, Edinburgh, EH16 4DN","£180,000  on 28 March 2024"
"58 Moredun Park Gardens, Edinburgh, EH17 7LG","£335,000  on 28 March 2024"
"4/6, Rodney Street, Edinburgh, EH7 4EA","£315,000  on 28 March 2024,£306,000  on 17 June 2022"
"6 Parsons Green Terrace, Edinburgh, EH8 7AN","£180,000  on 28 March 2024"
"35/12 Stenhouse Gardens, Edinburgh, EH11 3LS","£180,000  on 28 March 2024"
"Flat 6, Flat 6, 8 Tinto Place, Edinburgh, EH6 5FJ","£239,995  on 28 March 2024"
"10 Stoneyhill Place, Musselburgh, Midlothian, EH21 6TQ","£142,500  on 28 March 2024"
"39/9 Gardner's Crescent, Edinburgh, EH3 8DG","£420,000  on 28 March 2024"
"38 Clippens Drive, Edinburgh, EH17 8TU","£315,000  on 28 March 2024,£330,750  on 27 October 2023"
"42/1 Oxgangs Avenue, Edinburgh, EH13 9JW","£168,000  on 28 March 2024"
"50 Temple Park Crescent, Edinburgh, EH11 1HX","£270,000  on 27 March 2024"
"17 Ashcroft Lane, Edinburgh, EH14 3JT","£180,000  on 27 March 2024"
"Flat 8, 16 Margaret Thomson Crescent, Edinburgh, EH6 7FD","£284,995  on 27 March 2024"
"15 Geissler Drive, Edinburgh, EH6 6AN","£560,000  on 27 March 2024"
"Flat 10, 16 Margaret Thomson Crescent, Edinburgh, EH6 7FD","£286,995  on 27 March 2024"
"56 Gylemuir Road, Edinburgh, EH12 7DW","£260,000  on 27 March 2024"
"93/5 Slateford Road, Edinburgh, EH11 1QR","£252,000  on 27 March 2024"
"380/1 Easter Road, Edinburgh, EH6 8JW","£167,500  on 27 March 2024,£157,500  on 5 November 2021"
"24, Dundonald Street, Edinburgh, EH3 6RY","£255,000  on 27 March 2024"
"30 Hillside Crescent, Edinburgh, EH7 5EF","£450,000  on 27 March 2024"
"167/5, Gilmore Place, Edinburgh, EH3 9PW","£280,057  on 27 March 2024,£250,000  on 31 January 2022"
"13 Dalgety Avenue, Edinburgh, EH7 5UQ","£194,194  on 27 March 2024"
"12/3 Sandport, Edinburgh, EH6 6PL","£300,000  on 27 March 2024"
"62 Cassidy Wynd, Edinburgh, EH14 7FE","£1,370,000  on 27 March 2024,£1,215,000  on 27 July 2021"
"Flat 9, 16 Margaret Thomson Crescent, Edinburgh, EH6 7FD","£336,995  on 27 March 2024"
"Flat 5, 16 Pinkhill Park, Edinburgh, EH12 7FJ","£284,995  on 27 March 2024"
"56 Connaught Place, Edinburgh, EH6 4RN","£270,000  on 27 March 2024"
"54 1F, Dean Path, Edinburgh, EH4 3AU","£360,000  on 27 March 2024"
"56/3 Thistle Street, Edinburgh, EH2 1EN","£510,000  on 27 March 2024"
"15 St. Marys Street, Edinburgh, EH1 1TA","£177,500  on 27 March 2024"
"Flat 13, 100 Temple Park Crescent, Edinburgh, EH11 1FP","£510,000  on 27 March 2024"
"22 Upper Craigour, Edinburgh, EH17 7SF","£180,000  on 27 March 2024"
"Flat 1, 7 Dalgety Road, Edinburgh, EH7 5FP","£300,000  on 27 March 2024,£300,000  on 27 March 2023"
"3F2, 2 Chancelot Terrace, Edinburgh, EH6 4ST","£352,000  on 27 March 2024"
"Flat 13, 2 Barnton Avenue West, Edinburgh, EH4 6EB","£216,000  on 27 March 2024"
"18/4, 18/4, Montgomery Street, Edinburgh, EH7 5JS","£387,000  on 27 March 2024"
"Flat 8, 42 Kimmerghame Drive, Edinburgh, EH4 2GJ","£364,000  on 27 March 2024"
"35 East Craigs Wynd, Edinburgh, EH12 8HJ","£651,500  on 27 March 2024"
"6 Harlaw Bank, Balerno, Midlothian, EH14 7HR","£925,000  on 27 March 2024"
"6 Harlaw Bank, Balerno, Midlothian, EH14 7HR","£925,000  on 27 March 2024"
"17 Whinstone Place, Ratho, Newbridge, EH28 8AD","£710,000  on 26 March 2024"
"Flat 4, 100 Temple Park Crescent, Edinburgh, EH11 1FP","£400,000  on 26 March 2024"
"Flat 10, 100 Temple Park Crescent, Edinburgh, EH11 1FN","£282,500  on 26 March 2024"
"110 Ferniehill Drive, Edinburgh, EH17 7DT","£380,000  on 26 March 2024"
"29 Blackchapel Close, Edinburgh, EH15 3SJ","£335,000  on 26 March 2024"
"Flat 8, 100 Temple Park Crescent, Edinburgh, EH11 1FN","£425,000  on 26 March 2024"
"55, Dublin Street, Edinburgh, EH3 6NL","£570,222  on 26 March 2024"
"19 Tylers Acre Road, Edinburgh, EH12 7HY","£260,000  on 26 March 2024"
"1/8 South Beechwood, Edinburgh, EH12 5YR","£220,000  on 26 March 2024"
"Flat 2, 4 Firecrest Way, Edinburgh, EH4 8GP","£285,995  on 26 March 2024"
"5 100 Temple Park Crescent, Edinburgh, EH11 1FN","£500,000  on 26 March 2024"
"16 Breadalbane Terrace, Edinburgh, EH11 2BW","£291,100  on 26 March 2024"
"Flat 4, 2 Cunningham Square, Edinburgh, EH15 1BF","£260,995  on 26 March 2024"
"48 Carrick Knowe Avenue, Edinburgh, EH12 7BY","£237,200  on 26 March 2024"
"8/2 Buckingham Terrace, Edinburgh, EH4 3AA","£475,000  on 26 March 2024"
"Flat 3, 16 Margaret Thomson Crescent, Edinburgh, EH6 7FD","£329,995  on 26 March 2024"
"12 Balmoral Place, Edinburgh, EH3 5JA","£250,000  on 26 March 2024"
"Flat 5, 16 Margaret Thomson Crescent, Edinburgh, EH6 7FD","£332,995  on 26 March 2024"
"Flat 11, 3 Victoria Quay, Edinburgh, EH6 6EZ","£227,500  on 26 March 2024"
"18/1, Warrender Park Road, Edinburgh, EH9 1JG","£340,416  on 26 March 2024"
"Flat 6, 16 Margaret Thomson Crescent, Edinburgh, EH6 7FD","£283,995  on 26 March 2024"
"26 Friars Croft Road, Edinburgh, EH30 9DZ","£560,000  on 26 March 2024"
"93 Carrick Knowe Road, Edinburgh, EH12 7BN","£170,000  on 26 March 2024,£190,000  on 26 October 2023"
"19 Ellis Drive, Edinburgh, EH14 2AE","£335,000  on 26 March 2024"
"6 Broomhouse Row, Edinburgh, EH11 3RE","£185,100  on 26 March 2024,£160,000  on 29 June 2020"
"68 Willowbrae Road, Edinburgh, EH8 7HA","£323,500  on 26 March 2024,£285,000  on 31 January 2020"
"114/7 Springfield, Edinburgh, EH6 5SD","£200,273  on 26 March 2024"
"152 Mcdonald Road, Edinburgh, EH7 4NL","£285,000  on 26 March 2024"
"Flat 6, 231A, Niddrie Mains Road, Edinburgh, EH16 4PA","£177,500  on 25 March 2024,£144,500  on 3 November 2020"
"Flat 2, 24 Ashley Place, Edinburgh, EH6 5GB","£255,000  on 25 March 2024"
"Flat 8, 3 Shoemakers Square, Edinburgh, EH8 8FW","£395,000  on 25 March 2024"
"Flat 14, 100 Temple Park Crescent, Edinburgh, EH11 1FP","£285,000  on 25 March 2024"
"19 West Relugas Road, Edinburgh, EH9 2PW","£550,000  on 25 March 2024"
"17/40 Johns Place, Edinburgh, EH6 7EN","£285,000  on 25 March 2024,£285,000  on 31 October 2022"
"Flat 12, 100 Temple Park Crescent, Edinburgh, EH11 1FN","£430,000  on 25 March 2024"
"Flat 6, 100 Temple Park Crescent, Edinburgh, EH11 1FN","£280,000  on 25 March 2024"
"27 Baronscourt Terrace, Edinburgh, EH8 7EN","£425,000  on 25 March 2024"
"22 Balbirnie Place, Edinburgh, EH12 5JF","£250,000  on 25 March 2024"
"Flat 2, 100 Temple Park Crescent, Edinburgh, EH11 1FP","£525,000  on 25 March 2024"
"64 Queensferry Road, Kirkliston, EH29 9FQ","£235,000  on 25 March 2024"
"42 Montpelier Park, Edinburgh, EH10 4NH","£360,000  on 25 March 2024"
"34 Gillespie Crescent, Edinburgh, EH10 4HX","£412,000  on 25 March 2024"
"Flat 9, 15 West Tollcross, Edinburgh, EH3 9QN","£367,500  on 25 March 2024"
"135/3 Granton Road, Edinburgh, EH5 3NJ","£229,000  on 22 March 2024"
"40/7, Hawthornvale, Edinburgh, EH6 4JW","£215,000  on 22 March 2024"
"4 Pincott Drive, Edinburgh, EH17 8ZQ","£300,000  on 22 March 2024,£297,500  on 4 March 2022,£254,995  on 3 September 2020"
"31 Whitson Road, Edinburgh, EH11 3BU","£185,000  on 22 March 2024"
